Code,Country,Year,Health_Spending,Life_Expectancy,GDP_per_Capita
USA,United States,2003,5728.295,77.2,39419.907372
USA,United States,2002,5317.918,77.0,37954.222014
ARG,Argentina,2015,1970.806,76.6,20058.338641
ARG,Argentina,2014,1813.773,76.3,19649.352888
ARG,Argentina,2013,1871.1,75.8,20108.205697
ARG,Argentina,2012,1812.459,75.8,19629.898035
ARG,Argentina,2011,1704.089,76.1,19322.22713
ARG,Argentina,2022,3214.246,75.8,29112.800407
ARG,Argentina,2021,3010.013,73.9,26050.657854
ARG,Argentina,2020,2478.095,75.9,22290.563043
ARG,Argentina,2019,2462.934,76.8,23535.01275
ARG,Argentina,2018,2590.859,76.8,24498.378921
ARG,Argentina,2017,2454.47,76.5,23514.667098
BRA,Brazil,2012,1222.604,74.3,15087.820528
BRA,Brazil,2011,1178.694,74.0,15109.737403
BRA,Brazil,2020,1578.256,74.5,15866.290068
BRA,Brazil,2021,1778.286,73.0,17756.475861
BRA,Brazil,2016,1339.996,75.1,14174.00206
BRA,Brazil,2019,1546.877,75.8,15864.007757
BRA,Brazil,2018,1454.169,75.6,15286.655168
BRA,Brazil,2015,1360.799,75.1,14690.312937
BRA,Brazil,2017,1364.568,75.4,14406.390934
BRA,Brazil,2014,1376.439,74.8,15699.22451
BGR,Bulgaria,2020,2391.507,73.3,25736.204315
BGR,Bulgaria,2009,896.91,73.7,13917.751595
BGR,Bulgaria,2008,872.78,73.3,14100.691874
BGR,Bulgaria,2007,781.126,73.0,12630.721085
BGR,Bulgaria,2006,725.848,72.7,11262.870672
BGR,Bulgaria,2019,2004.25,75.1,25527.332297
BGR,Bulgaria,2018,1849.647,75.0,23005.9528
BGR,Bulgaria,2017,1760.487,74.8,21457.979457
BGR,Bulgaria,2016,1652.533,74.9,20065.76365
BGR,Bulgaria,2015,1476.861,74.7,18386.114464
ESP,Spain,1982,389.005,76.3,8083.107425
SWE,Sweden,2009,3436.468,81.5,40081.835192
CHE,Switzerland,2006,4232.636,81.8,45965.739724
TUR,Türkiye,2011,888.309,74.6,19590.858369
GBR,United Kingdom,1996,1171.466,76.8,21939.543558
USA,United States,2001,4889.819,77.0,37100.285739
ARG,Argentina,2016,1917.803,76.1,20248.721388
BRA,Brazil,2013,1299.214,74.6,15602.383358
BGR,Bulgaria,2021,2445.708,71.2,29406.542481
CHN,China (People’s Republic of),2016,672.853,77.2,13836.862754
HRV,Croatia,2013,1384.206,77.8,22225.780385
IND,India,2016,221.081,69.7,6001.173225
IDN,Indonesia,2016,316.748,69.7,10505.999348
ROU,Romania,2015,1087.611,74.9,21617.288479
ZAF,South Africa,2016,1145.428,64.7,14006.152389
HRV,Croatia,2007,1391.848,75.8,19566.419152
HRV,Croatia,2006,1177.277,75.9,17631.421281
HRV,Croatia,2005,1058.359,75.3,15449.698129
HRV,Croatia,2004,986.143,75.4,14682.143513
HRV,Croatia,2003,897.928,74.6,13690.651782
HRV,Croatia,2022,2615.137,77.7,41840.179726
HRV,Croatia,2021,2530.641,76.6,36493.769427
HRV,Croatia,2015,1542.189,77.5,23437.821773
HRV,Croatia,2014,1454.684,77.9,22476.991648
HRV,Croatia,2012,1548.452,77.3,21523.492651
HRV,Croatia,2016,1702.926,78.2,25440.342199
HRV,Croatia,2011,1504.646,77.2,21140.224298
IND,India,2015,213.143,69.3,5615.417536
IND,India,2014,206.21,68.9,5377.116897
IND,India,2013,205.737,68.5,5194.039522
IND,India,2012,176.841,68.1,4990.084584
IND,India,2011,158.472,67.6,4605.230111
IND,India,2021,297.297,67.3,8273.784113
IND,India,2020,249.68,70.2,7200.091662
IND,India,2019,227.761,70.7,7407.047367
IND,India,2018,206.502,70.4,6956.133705
IND,India,2017,192.395,70.1,6358.226892
IDN,Indonesia,2015,299.865,69.5,10271.244621
IDN,Indonesia,2014,304.352,69.3,10332.597716
IDN,Indonesia,2013,286.337,69.1,10144.940368
IDN,Indonesia,2012,283.269,68.9,9812.72667
IDN,Indonesia,2011,268.19,68.6,9213.212405
IDN,Indonesia,2022,385.641,70.9,14431.371045
IDN,Indonesia,2021,475.542,67.5,12947.74377
IDN,Indonesia,2020,401.751,68.8,11929.526342
IDN,Indonesia,2019,339.788,70.3,12236.943469
IDN,Indonesia,2018,320.971,70.1,11621.365981
IDN,Indonesia,2017,306.746,70.0,10932.638045
ROU,Romania,2016,1250.966,75.2,23899.795155
ZAF,South Africa,2020,1192.889,65.2,13759.767417
ZAF,South Africa,2019,1146.921,66.1,14626.00439
ZAF,South Africa,2018,1125.244,65.7,14512.940698
ZAF,South Africa,2017,1135.115,65.4,14134.028896
AUS,Australia,2017,5066.341,82.5,50761.909452
AUT,Austria,1972,209.213,70.7,4635.124935
BEL,Belgium,2012,4295.725,80.5,42290.477674
CAN,Canada,1990,1699.774,77.5,20229.752821
CHL,Chile,2009,1310.57,78.5,16028.549544
COL,Colombia,2022,1375.874,76.9,21630.618644
CRI,Costa Rica,2014,1302.344,79.7,16615.974075
CZE,Czechia,2011,2220.438,78.0,29235.560699
DNK,Denmark,1983,1003.281,74.5,12565.111171
EST,Estonia,2011,1466.12,76.6,24610.451711
FIN,Finland,1995,1346.029,76.7,19573.701581
FRA,France,2021,6395.09,82.4,53878.71738
DEU,Germany,2022,8651.868,80.7,66616.053773
GRC,Greece,1990,773.574,77.1,13212.512548
HUN,Hungary,1991,589.815,69.4,8341.664778
ISL,Iceland,1996,1886.331,78.8,24768.548148
IRL,Ireland,2006,3203.381,79.3,44271.138283
ISR,Israel,2000,1550.93,78.8,25723.649858
ITA,Italy,2021,4408.746,82.7,49901.58127
JPN,Japan,1973,205.778,73.4,4532.01302
KOR,Korea,2019,3374.802,83.3,43864.890781
LVA,Latvia,2009,1006.886,72.8,17020.759717
LTU,Lithuania,2006,1010.569,71.0,16483.849768
LUX,Luxembourg,2011,4830.517,81.1,94278.922851
NLD,Netherlands,2001,2883.91,78.4,33263.363274
NZL,New Zealand,2005,2194.439,79.8,25590.441556
NOR,Norway,1986,965.951,76.4,15706.995703
POL,Poland,1997,476.495,72.7,9018.430963
PRT,Portugal,1999,1319.759,76.2,17718.151009
SVK,Slovak Republic,2023,3279.836,78.2,43818.802202
